,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,popularity,release_date,length,artist
436,Mixtape,6,0k165ayrLWHRW4TYjsArx7,School Life,spotify:track:0k165ayrLWHRW4TYjsArx7,0.000527,0.662,0.957,1.11e-06,0.234,-1.602,0.0544,130.01,0.476,4,50,2018-01-08,216376,Stray Kids
437,Mixtape,7,3jMozM7QoJvISBip9smWYu,4419,spotify:track:3jMozM7QoJvISBip9smWYu,0.391,0.567,0.83,0.0,0.07,-2.933,0.0566,85.951,0.659,4,48,2018-01-08,193087,Stray Kids
440,TOP (Japanese version),3,47eAwxEYkvdPxLvfHWX8A1,TOP - Instrumental,spotify:track:47eAwxEYkvdPxLvfHWX8A1,3.72e-05,0.584,0.939,0.939,0.273,-3.125,0.0381,97.995,0.157,4,36,2020-05-26,188013,Stray Kids
441,TOP (Japanese version),4,4qJ80jvcMJKsiA7o5UQUmo,SLUMP - Instrumental,spotify:track:4qJ80jvcMJKsiA7o5UQUmo,0.0017,0.575,0.66,0.0757,0.0942,-7.027,0.0295,160.083,0.456,4,36,2020-05-26,136226,Stray Kids
444,TOP -Japanese ver.-,3,1nkeA1RMw2riWZhax09lfE,TOP (Instrumental),spotify:track:1nkeA1RMw2riWZhax09lfE,3.72e-05,0.584,0.939,0.939,0.273,-3.125,0.0381,97.995,0.157,4,17,2020-05-26,188013,Stray Kids
445,TOP -Japanese ver.-,4,1H2bl6LArsE17iBCMYtk0B,SLUMP (Instrumental),spotify:track:1H2bl6LArsE17iBCMYtk0B,0.0017,0.575,0.66,0.0757,0.0942,-7.027,0.0295,160.083,0.456,4,18,2020-05-26,136226,Stray Kids
446,TOP,1,1q5Q9KEhbLW1hBDofxVH9E,TOP - English Version,spotify:track:1q5Q9KEhbLW1hBDofxVH9E,0.0026,0.616,0.949,0.0,0.166,-1.457,0.187,97.942,0.33,4,54,2020-05-20,185839,Stray Kids
447,TOP,2,32kIQmekJxJYQK75okFIrR,SLUMP - English Version,spotify:track:32kIQmekJxJYQK75okFIrR,0.119,0.599,0.843,0.0,0.621,-3.683,0.127,159.969,0.618,4,56,2020-05-20,134840,Stray Kids
448,TOP -English ver.-,1,1SyzqWGRH9Zj9lmd2bQm9U,TOP -English ver.-,spotify:track:1SyzqWGRH9Zj9lmd2bQm9U,0.0026,0.616,0.949,0.0,0.166,-1.457,0.187,97.942,0.33,4,26,2020-05-20,185839,Stray Kids
449,TOP -English ver.-,2,5j8KF3O0ZGnFMzSDkMZVR1,SLUMP -English ver.-,spotify:track:5j8KF3O0ZGnFMzSDkMZVR1,0.119,0.599,0.843,0.0,0.621,-3.683,0.127,159.969,0.618,4,22,2020-05-20,134840,Stray Kids
454,SLUMP (Japanese version),1,7k68K2wiOTWwRMXkwBZrl6,SLUMP - Japanese version,spotify:track:7k68K2wiOTWwRMXkwBZrl6,0.145,0.592,0.83,0.0,0.124,-3.367,0.213,159.887,0.751,4,62,2020-05-06,137080,Stray Kids
455,SLUMP -Japanese ver.-,1,66JOk3VWkYDxriXsuYtqDc,SLUMP -Japanese ver.-,spotify:track:66JOk3VWkYDxriXsuYtqDc,0.145,0.592,0.83,0.0,0.124,-3.367,0.213,159.887,0.751,4,39,2020-05-06,137080,Stray Kids
456,TOP (Japanese version),1,78Lq4xahHIAkhtn5gfJMyW,TOP - Japanese version,spotify:track:78Lq4xahHIAkhtn5gfJMyW,0.00146,0.629,0.965,0.0,0.254,-1.565,0.0939,98.024,0.43,4,66,2020-04-28,188013,Stray Kids
457,TOP -Japanese ver.-,1,4pDvFXWbdFiQVpdZd0Z59u,TOP -Japanese ver.-,spotify:track:4pDvFXWbdFiQVpdZd0Z59u,0.00146,0.629,0.965,0.0,0.254,-1.565,0.0939,98.024,0.43,4,42,2020-04-28,188013,Stray Kids
458,Mixtape : On Track,1,3diZHzXj5LNxztVwBjnebn,Mixtape : On Track,spotify:track:3diZHzXj5LNxztVwBjnebn,0.208,0.439,0.791,0.0,0.479,-2.832,0.106,171.15,0.537,3,65,2020-03-25,207814,Stray Kids
460,風 (Levanter) -Japanese ver.- [Japanese version],1,4fgHND4GajFKnCFrcKdwdy,風 (Levanter) -Japanese ver.- - Japanese version,spotify:track:4fgHND4GajFKnCFrcKdwdy,0.00396,0.557,0.696,0.0,0.52,-4.864,0.0558,149.98,0.375,4,34,2020-03-13,197440,Stray Kids
461,風 (Levanter) -Japanese ver.-,1,6CQoi1LoiY4pWy2iLGK2Wr,風 (Levanter) -Japanese ver.-,spotify:track:6CQoi1LoiY4pWy2iLGK2Wr,0.00397,0.556,0.697,0.0,0.52,-4.864,0.0558,149.984,0.375,4,22,2020-03-09,197440,Stray Kids
462,Double Knot -Japanese ver.- (Japanese version),1,1xj397FD7obNrU2gjcAgtp,Double Knot -Japanese ver.- - Japanese version,spotify:track:1xj397FD7obNrU2gjcAgtp,0.0626,0.755,0.72,0.0,0.109,-4.975,0.392,147.026,0.562,4,44,2020-02-19,191440,Stray Kids
463,Double Knot -Japanese ver.-,1,2PmUenE2zAgtNFqOhi44ak,Double Knot -Japanese ver.-,spotify:track:2PmUenE2zAgtNFqOhi44ak,0.0633,0.755,0.72,0.0,0.109,-4.975,0.392,147.034,0.562,4,23,2020-02-18,191440,Stray Kids
465,My Pace -Japanese ver.- (Japanese version),1,6tvq6EHXgwO45cpEgW0Wyz,My Pace -Japanese ver.- - Japanese version,spotify:track:6tvq6EHXgwO45cpEgW0Wyz,0.0163,0.664,0.867,0.0,0.0954,-4.099,0.275,154.991,0.703,4,36,2020-01-29,189149,Stray Kids
466,Step Out of Cle,1,1ifQWoo7g1MZFhmmCcYepg,Double Knot English Version,spotify:track:1ifQWoo7g1MZFhmmCcYepg,0.0465,0.736,0.698,0.0,0.47,-5.458,0.317,146.951,0.624,4,12,2020-01-24,189758,Stray Kids
467,Step Out of Cle,2,1gWqbKarkks0uhOlotUGTx,Levanter English Version,spotify:track:1gWqbKarkks0uhOlotUGTx,0.00884,0.576,0.724,0.0,0.541,-4.417,0.0549,149.971,0.446,4,35,2020-01-24,195671,Stray Kids
468,Step Out of Clé,1,16Zmclfton0iZ3QQ4mOVzr,Double Knot - English,spotify:track:16Zmclfton0iZ3QQ4mOVzr,0.0465,0.736,0.698,0.0,0.47,-5.458,0.317,146.951,0.624,4,51,2020-01-24,189758,Stray Kids
469,Step Out of Clé,2,55qqNyvwWUn1A3ItPVUOoo,Levanter - English,spotify:track:55qqNyvwWUn1A3ItPVUOoo,0.00885,0.574,0.723,0.0,0.541,-4.418,0.0552,149.957,0.443,4,59,2020-01-24,195671,Stray Kids
475,MORE & MORE,6,5Y3OPUKCfbGNygyijpeP4e,DON'T CALL ME AGAIN,spotify:track:5Y3OPUKCfbGNygyijpeP4e,0.00146,0.516,0.902,5.31e-05,0.112,-4.686,0.175,187.873,0.613,4,50,2020-06-01,173346,TWICE
477,MORE & MORE,1,3omvXShuRPM3zbDpWYqf5g,MORE & MORE,spotify:track:3omvXShuRPM3zbDpWYqf5g,0.0312,0.739,0.841,0.0,0.173,-4.162,0.06,106.99,0.562,4,84,2020-06-01,199653,TWICE
478,MORE & MORE,2,128rj96Z6tTEU3h3awSMdB,OXYGEN,spotify:track:128rj96Z6tTEU3h3awSMdB,0.0564,0.775,0.87,2.82e-06,0.273,-4.198,0.0576,129.956,0.501,4,69,2020-06-01,225400,TWICE
479,MORE & MORE,3,5NhDDt5Zy8yGOECN3PLRdE,FIREWORK,spotify:track:5NhDDt5Zy8yGOECN3PLRdE,0.115,0.7,0.92,2.93e-06,0.701,-1.532,0.0536,108.006,0.685,4,67,2020-06-01,193466,TWICE
480,MORE & MORE,4,6caS9LrdquWAfGeAmjqt1t,MAKE ME GO,spotify:track:6caS9LrdquWAfGeAmjqt1t,0.00539,0.818,0.633,0.00174,0.0446,-3.145,0.0611,111.517,0.814,4,68,2020-06-01,186706,TWICE
481,MORE & MORE,5,7HzvvhTmfzvD1dV4F7MIcm,SHADOW,spotify:track:7HzvvhTmfzvD1dV4F7MIcm,0.138,0.696,0.751,0.0,0.282,-4.966,0.161,110.8,0.478,4,66,2020-06-01,168893,TWICE
482,MORE & MORE,6,4pOPTaIor4ilgBCcOmnJRU,DON’T CALL ME AGAIN,spotify:track:4pOPTaIor4ilgBCcOmnJRU,0.00146,0.516,0.902,5.31e-05,0.112,-4.686,0.175,187.873,0.613,4,64,2020-06-01,173346,TWICE
483,MORE & MORE,7,6UrML9LyuaBWgZV3nFLLGl,SWEET SUMMER DAY,spotify:track:6UrML9LyuaBWgZV3nFLLGl,0.0187,0.707,0.95,1.14e-05,0.35,-3.189,0.0645,110.029,0.589,4,65,2020-06-01,191986,TWICE
495,&TWICE (Repackage),1,3egADkalVEpD99sI5AGGYe,SWING,spotify:track:3egADkalVEpD99sI5AGGYe,0.0216,0.709,0.741,1.33e-06,0.111,-4.085,0.0572,120.002,0.702,4,54,2020-02-05,202540,TWICE
517,&TWICE,2,7m9xWqWjyXPzBP1jNbtPrA,Stronger,spotify:track:7m9xWqWjyXPzBP1jNbtPrA,0.0217,0.832,0.9,0.000138,0.315,-5.645,0.0647,127.041,0.962,4,43,2019-11-20,194973,TWICE
519,&TWICE,4,4kgu9eJvgj8gOCEh5YKb3x,Changing!,spotify:track:4kgu9eJvgj8gOCEh5YKb3x,0.261,0.832,0.904,0.00029,0.0932,-3.116,0.0729,120.04,0.81,4,44,2019-11-20,222093,TWICE
521,&TWICE,6,25RWkl9jIFBN1ynlthsnsh,What You Waiting For,spotify:track:25RWkl9jIFBN1ynlthsnsh,0.024,0.754,0.91,2.53e-06,0.302,-3.415,0.0735,119.972,0.695,4,46,2019-11-20,201600,TWICE
522,&TWICE,7,7Cyj9DCOFZpMHa5bi42dlA,Be OK,spotify:track:7Cyj9DCOFZpMHa5bi42dlA,0.0305,0.854,0.714,0.0,0.0413,-4.641,0.149,115.017,0.634,4,40,2019-11-20,188840,TWICE
523,&TWICE,8,2LqjwaWigfLE2G0CoPaSmr,POLISH,spotify:track:2LqjwaWigfLE2G0CoPaSmr,0.114,0.642,0.874,0.00031,0.0397,-5.134,0.206,204.112,0.888,4,42,2019-11-20,181693,TWICE
524,&TWICE,9,3SSsWyiigwW44UO14r1HzQ,How u doin',spotify:track:3SSsWyiigwW44UO14r1HzQ,0.0237,0.677,0.745,0.0067,0.0541,-3.771,0.0463,83.482,0.43,4,41,2019-11-20,209466,TWICE
525,&TWICE,10,5wwSCXsbpO8G1FrhkmFiKf,The Reason Why,spotify:track:5wwSCXsbpO8G1FrhkmFiKf,0.116,0.657,0.643,0.0,0.336,-5.057,0.0279,80.01,0.536,4,45,2019-11-20,226173,TWICE
532,Feel Special,7,3D9GjkfqcBGxw1VlCOGG9x,BREAKTHROUGH - Korean Ver.,spotify:track:3D9GjkfqcBGxw1VlCOGG9x,0.0486,0.866,0.722,0.0,0.0926,-3.336,0.127,112.006,0.68,4,47,2019-09-23,217650,TWICE
533,Feel Special,1,2HtcPHFdo7eu4Ilbvb0BVI,Feel Special,spotify:track:2HtcPHFdo7eu4Ilbvb0BVI,0.0296,0.709,0.959,0.00188,0.107,-1.339,0.0603,128.983,0.644,4,77,2019-09-23,206866,TWICE
534,Feel Special,2,2U3gA9KzJJ18nV94qCadVP,RAINBOW,spotify:track:2U3gA9KzJJ18nV94qCadVP,0.0236,0.772,0.849,5.46e-06,0.144,-3.586,0.129,133.994,0.762,4,56,2019-09-23,177080,TWICE
535,Feel Special,3,6JzdKfNTt1tBWG6SNvs87D,GET LOUD,spotify:track:6JzdKfNTt1tBWG6SNvs87D,0.0464,0.729,0.953,0.00159,0.338,-3.672,0.0774,120.009,0.847,4,59,2019-09-23,186973,TWICE
536,Feel Special,4,1AAfjmO6BmVIrC0N4fPx6E,TRICK IT,spotify:track:1AAfjmO6BmVIrC0N4fPx6E,0.0866,0.752,0.896,6.75e-06,0.135,-4.002,0.0742,127.983,0.659,4,57,2019-09-23,194000,TWICE
537,Feel Special,5,5ipJi9h2ghaThn6EUwO3B2,LOVE FOOLISH,spotify:track:5ipJi9h2ghaThn6EUwO3B2,0.118,0.721,0.84,4.34e-06,0.0576,-2.298,0.0973,114.965,0.577,4,61,2019-09-23,191226,TWICE
538,Feel Special,6,18Nf1cXsaVgrxR4pNkFgiY,21:29,spotify:track:18Nf1cXsaVgrxR4pNkFgiY,0.126,0.53,0.727,0.0,0.429,-5.006,0.0428,179.938,0.616,3,55,2019-09-23,228906,TWICE
539,Feel Special,7,2YYlTkcmc7iSQmYfJER3eh,BREAKTHROUGH - Korean Version,spotify:track:2YYlTkcmc7iSQmYfJER3eh,0.0434,0.866,0.716,0.0,0.12,-3.347,0.121,112.02,0.676,4,55,2019-09-23,217693,TWICE
540,BDZ (Repackage),1,3tmvBNuaB0xCLqajufQ5Fs,STAY BY MY SIDE,spotify:track:3tmvBNuaB0xCLqajufQ5Fs,0.0669,0.706,0.895,0.0,0.237,-3.621,0.0502,123.043,0.562,4,54,2018-12-26,237490,TWICE
551,"The year of ""YES""",1,6kkdPUBJurHTLjaweUWeqz,The Best Thing I Ever Did,spotify:track:6kkdPUBJurHTLjaweUWeqz,0.383,0.72,0.655,0.0,0.156,-3.994,0.0248,104.977,0.468,4,55,2018-12-12,210440,TWICE
561,"The year of ""YES""",2,2uu3Ht16QmqmXaLvVfU22V,Be as ONE - Korean Ver.,spotify:track:2uu3Ht16QmqmXaLvVfU22V,0.572,0.671,0.593,0.0,0.0901,-4.741,0.0376,142.045,0.353,4,36,2018-12-12,227732,TWICE
569,YES or YES,1,0Ll92eLIHWY5gey1ISNMPi,YES or YES,spotify:track:0Ll92eLIHWY5gey1ISNMPi,0.0514,0.702,0.913,3.71e-06,0.166,-2.977,0.0374,137.982,0.735,4,71,2018-11-05,237680,TWICE
570,YES or YES,2,3g3hvoSSVxuNE1Io871SCd,SAY YOU LOVE ME,spotify:track:3g3hvoSSVxuNE1Io871SCd,0.304,0.792,0.89,1.64e-06,0.0685,-2.125,0.0705,134.995,0.914,4,51,2018-11-05,212866,TWICE
571,YES or YES,3,5I2nWbGzcUFdjEOT90tS5J,LALALA,spotify:track:5I2nWbGzcUFdjEOT90tS5J,0.296,0.693,0.872,0.0,0.196,-2.675,0.0724,156.985,0.833,4,50,2018-11-05,186293,TWICE
572,YES or YES,4,5kqhPGqTVO6XteDje04z7s,YOUNG & WILD,spotify:track:5kqhPGqTVO6XteDje04z7s,0.119,0.804,0.621,0.0,0.31,-4.864,0.106,104.908,0.306,4,49,2018-11-05,181200,TWICE
573,YES or YES,5,3czpbe7t5mxqEh7BZ3FsBK,SUNSET,spotify:track:3czpbe7t5mxqEh7BZ3FsBK,0.326,0.524,0.91,0.0,0.573,-3.845,0.152,170.057,0.772,4,47,2018-11-05,222546,TWICE
574,YES or YES,6,7KqcgT7hLCdkdKaIUTgfH1,AFTER MOON,spotify:track:7KqcgT7hLCdkdKaIUTgfH1,0.575,0.421,0.664,0.0,0.123,-3.901,0.0678,193.874,0.461,4,48,2018-11-05,203866,TWICE
582,YES or YES,7,3faO4pLbvIOi8zMofuR0j4,BDZ - Korean Ver.,spotify:track:3faO4pLbvIOi8zMofuR0j4,0.0154,0.722,0.866,0.0,0.11,-2.711,0.052,137.946,0.659,4,34,2018-11-05,196314,TWICE
583,BDZ,1,6ceKChoZYLdw24Ph1CDFUJ,BDZ,spotify:track:6ceKChoZYLdw24Ph1CDFUJ,0.0113,0.715,0.862,0.0,0.108,-2.718,0.0444,137.93,0.668,4,62,2018-09-12,197800,TWICE
584,BDZ,2,4DmS8lnz6VbEMWrUcbm8WZ,One More Time,spotify:track:4DmS8lnz6VbEMWrUcbm8WZ,0.00288,0.74,0.928,0.0,0.319,-4.139,0.0633,129.955,0.671,4,55,2018-09-12,183000,TWICE
585,BDZ,3,1XjipVUiZ6PAAWYbUuSQnS,Candy Pop,spotify:track:1XjipVUiZ6PAAWYbUuSQnS,0.177,0.599,0.943,2.6e-05,0.141,-1.457,0.0894,174.059,0.84,4,51,2018-09-12,202010,TWICE
586,BDZ,4,67adxp0HtY8yqMz53RYopP,L.O.V.E,spotify:track:67adxp0HtY8yqMz53RYopP,0.053,0.806,0.858,0.0,0.109,-2.657,0.0715,125.005,0.871,4,43,2018-09-12,203040,TWICE
587,BDZ,5,4N1xwTGXlI6hiXlr9A6iKs,Wishing,spotify:track:4N1xwTGXlI6hiXlr9A6iKs,0.16,0.516,0.719,0.0,0.0541,-3.27,0.0458,205.786,0.433,4,46,2018-09-12,272493,TWICE
588,BDZ,6,3gwojMWTEtzx7AWAzROwNt,Say it again,spotify:track:3gwojMWTEtzx7AWAzROwNt,0.279,0.751,0.838,0.0,0.0673,-2.794,0.137,129.985,0.579,4,43,2018-09-12,203586,TWICE
589,BDZ,7,0CvJiFydKzLSQUn6McFPrb,Wake Me Up,spotify:track:0CvJiFydKzLSQUn6McFPrb,0.209,0.656,0.994,0.0,0.318,-1.47,0.0807,125.979,0.795,4,54,2018-09-12,211799,TWICE
590,BDZ,8,1cHjzdNUuVapNB55XykwDC,BRAND NEW GIRL,spotify:track:1cHjzdNUuVapNB55XykwDC,0.016,0.674,0.965,9.59e-05,0.145,-3.754,0.0696,157.041,0.75,4,52,2018-09-12,213956,TWICE
591,BDZ,9,4Jld19gM5PK84mfXOGpV9C,Be as ONE,spotify:track:4Jld19gM5PK84mfXOGpV9C,0.465,0.613,0.558,0.0,0.0975,-4.185,0.0361,142.003,0.358,4,51,2018-09-12,231120,TWICE
592,BDZ,10,54w5JUSWCJu64pnw8alImP,I WANT YOU BACK,spotify:track:54w5JUSWCJu64pnw8alImP,0.0148,0.713,0.848,0.0,0.0808,-1.94,0.0338,106.093,0.787,4,55,2018-09-12,203815,TWICE
593,Summer Nights,1,3t723PlEADna6GjgquoMRW,Dance The Night Away,spotify:track:3t723PlEADna6GjgquoMRW,0.106,0.711,0.861,4.4e-05,0.113,-2.905,0.0924,118.004,0.78,4,70,2018-07-09,180800,TWICE
594,Summer Nights,2,1n3ZcESTCA7MIiFtkXD9lO,CHILLAX,spotify:track:1n3ZcESTCA7MIiFtkXD9lO,0.134,0.786,0.832,1.35e-06,0.0575,-2.783,0.0593,108.975,0.741,4,52,2018-07-09,186293,TWICE
595,Summer Nights,3,5OILZndJWQa66REoWJqeI9,Shot Thru The Heart,spotify:track:5OILZndJWQa66REoWJqeI9,0.0775,0.67,0.846,0.0,0.617,-2.634,0.0429,142.965,0.24,4,45,2018-07-09,205053,TWICE
596,Summer Nights,4,1IX47gefluXmKX4PrTBCRM,What is Love,spotify:track:1IX47gefluXmKX4PrTBCRM,0.0988,0.574,0.909,0.0,0.264,-1.572,0.0655,169.964,0.565,4,73,2018-07-09,208240,TWICE
597,Summer Nights,5,4pAMZttZImUT6MquTWywtR,SWEET TALKER,spotify:track:4pAMZttZImUT6MquTWywtR,0.0695,0.674,0.97,2.19e-06,0.153,-2.281,0.0649,159.998,0.797,4,50,2018-07-09,207746,TWICE
598,Summer Nights,6,23sjuUEVDn9Gk45dLkHdsn,HO!,spotify:track:23sjuUEVDn9Gk45dLkHdsn,0.104,0.766,0.895,1.43e-06,0.0233,-2.342,0.0982,160.009,0.974,4,47,2018-07-09,189080,TWICE
599,Summer Nights,7,0zjC5IswRxa9KGjwbyW5Ej,DEJAVU,spotify:track:0zjC5IswRxa9KGjwbyW5Ej,0.0127,0.636,0.794,1.3e-06,0.0895,-4.072,0.0651,116.776,0.51,4,43,2018-07-09,196413,TWICE
600,Summer Nights,8,6DKG3voypxpc7FqPN3CbpH,SAY YES,spotify:track:6DKG3voypxpc7FqPN3CbpH,0.238,0.634,0.673,0.0,0.226,-3.989,0.0785,80.009,0.367,4,48,2018-07-09,182946,TWICE
601,Summer Nights,9,2IDJfisC6YCHGNrqrORCZs,STUCK,spotify:track:2IDJfisC6YCHGNrqrORCZs,0.0544,0.564,0.796,0.0,0.142,-2.71,0.0536,157.903,0.571,4,47,2018-07-09,215400,TWICE
604,Summer Nights,3,2Al0AAESPr45idzegiDk7h,Shot thru the heart,spotify:track:2Al0AAESPr45idzegiDk7h,0.0747,0.671,0.852,0.0,0.524,-2.619,0.0439,142.981,0.245,4,32,2018-07-09,205064,TWICE
605,Summer Nights,4,5Ek40FyMPprcvtyZDjqylX,What is Love?,spotify:track:5Ek40FyMPprcvtyZDjqylX,0.0846,0.573,0.91,0.0,0.266,-1.578,0.064,169.982,0.602,4,59,2018-07-09,208238,TWICE
621,Merry & Happy,11,7l2MmGSzL72TIuuYlcPmbt,ROLLIN',spotify:track:7l2MmGSzL72TIuuYlcPmbt,0.0402,0.886,0.62,0.0087,0.273,-5.116,0.0428,122.014,0.272,4,25,2017-12-11,190898,TWICE
626,Merry & Happy,1,0O9OnWm3z2B2TjvE051AMV,Heart Shaker,spotify:track:0O9OnWm3z2B2TjvE051AMV,0.105,0.565,0.943,0.0,0.154,-0.532,0.0645,164.059,0.855,4,65,2017-12-11,186893,TWICE
627,Merry & Happy,2,76qVJ5CbodXgDGleekie9O,Merry & Happy,spotify:track:76qVJ5CbodXgDGleekie9O,0.404,0.716,0.63,0.0,0.0817,-4.122,0.0376,154.078,0.667,4,52,2017-12-11,192573,TWICE
641,twicetagram,1,4Eb5cLWxKQUoUQaKUYSRgI,LIKEY,spotify:track:4Eb5cLWxKQUoUQaKUYSRgI,0.431,0.723,0.898,0.0015,0.136,-1.081,0.0354,131.96,0.394,4,56,2017-11-01,207824,TWICE
642,twicetagram,2,0gdsdHQiTipWR8LeRSXpJJ,TURTLE,spotify:track:0gdsdHQiTipWR8LeRSXpJJ,0.553,0.729,0.804,0.0,0.15,-3.428,0.135,95.139,0.609,4,46,2017-11-01,198033,TWICE
643,twicetagram,3,5FwPuSXMh8cfmtWWTJHCM8,MISSING U,spotify:track:5FwPuSXMh8cfmtWWTJHCM8,0.212,0.805,0.702,0.0,0.112,-3.387,0.054,119.995,0.833,4,35,2017-11-01,179711,TWICE
644,twicetagram,4,10ZvFowDUX7H9Glgn9a1d2,WOW,spotify:track:10ZvFowDUX7H9Glgn9a1d2,0.355,0.776,0.915,0.0,0.0537,-3.459,0.151,160.092,0.909,4,26,2017-11-01,180961,TWICE
645,twicetagram,5,1qLn52MB7LOWt3TYvrAn1a,FFW,spotify:track:1qLn52MB7LOWt3TYvrAn1a,0.125,0.71,0.946,3.02e-06,0.282,-2.145,0.0465,127.984,0.895,4,27,2017-11-01,225983,TWICE
646,twicetagram,6,7j5keEifFIjiTz9HovXBh1,DING DONG,spotify:track:7j5keEifFIjiTz9HovXBh1,0.0557,0.658,0.879,0.0,0.233,-3.292,0.0531,149.998,0.824,4,25,2017-11-01,212117,TWICE
648,twicetagram,8,5AHS8rvrlaiW66d32DqNSg,LOOK AT ME,spotify:track:5AHS8rvrlaiW66d32DqNSg,0.146,0.72,0.909,0.0,0.0675,-3.375,0.0389,134.898,0.662,4,35,2017-11-01,193143,TWICE
650,twicetagram,10,2hwkgh4md78Rs0Nq4HN5v3,LOVE LINE,spotify:track:2hwkgh4md78Rs0Nq4HN5v3,0.251,0.696,0.784,0.0,0.11,-4.6,0.0437,95.019,0.542,4,31,2017-11-01,196795,TWICE
651,twicetagram,11,5LH49TmiLoM5TNM8iaPPxP,DON'T GIVE UP,spotify:track:5LH49TmiLoM5TNM8iaPPxP,0.0574,0.838,0.658,9.55e-06,0.124,-5.843,0.0456,102.982,0.414,4,25,2017-11-01,178343,TWICE
652,twicetagram,12,6nfx5va3KMUaeYdi517Fir,YOU IN MY HEART,spotify:track:6nfx5va3KMUaeYdi517Fir,0.286,0.692,0.867,0.0,0.109,-4.145,0.0331,102.988,0.382,4,32,2017-11-01,208867,TWICE
653,twicetagram,13,1eaCZxdjrLOSwRxkz4kGZV,JALJAYO GOOD NIGHT,spotify:track:1eaCZxdjrLOSwRxkz4kGZV,0.848,0.721,0.396,0.0,0.0911,-8.3,0.0344,133.979,0.359,4,33,2017-11-01,262921,TWICE
654,Twicetagram,1,4P66rfizAl2nIJCICSMymC,Likey,spotify:track:4P66rfizAl2nIJCICSMymC,0.42,0.722,0.903,0.000371,0.118,-1.261,0.0331,132.006,0.445,4,69,2017-10-30,207813,TWICE
655,Twicetagram,2,1YaPqQfNDIx8mvcW5pIeE4,Turtle,spotify:track:1YaPqQfNDIx8mvcW5pIeE4,0.553,0.741,0.809,0.0,0.142,-3.595,0.134,94.986,0.615,4,53,2017-10-30,198040,TWICE
656,Twicetagram,3,4FW8Ty8M7iyKIk2wwNKlcM,Missing U,spotify:track:4FW8Ty8M7iyKIk2wwNKlcM,0.215,0.807,0.704,0.0,0.108,-3.686,0.0476,119.965,0.856,4,48,2017-10-30,179706,TWICE
657,Twicetagram,4,4twR4vaaqvMbay7jlXCBgl,Wow,spotify:track:4twR4vaaqvMbay7jlXCBgl,0.355,0.776,0.917,0.0,0.0532,-3.654,0.157,160.127,0.928,4,40,2017-10-30,180960,TWICE
658,Twicetagram,5,0iDyfwY9Yud1i20Q95c4q8,Ffw,spotify:track:0iDyfwY9Yud1i20Q95c4q8,0.141,0.707,0.946,6.44e-06,0.299,-2.324,0.045,127.965,0.916,4,42,2017-10-30,225986,TWICE
659,Twicetagram,6,5Yw9IvodOBXAkP7zQTAfbr,Ding Dong,spotify:track:5Yw9IvodOBXAkP7zQTAfbr,0.0581,0.661,0.872,0.0,0.24,-3.46,0.0534,150.019,0.818,4,40,2017-10-30,212120,TWICE
660,Twicetagram,7,7qJz1gaEgYtx4UJHtOGoJO,24/7,spotify:track:7qJz1gaEgYtx4UJHtOGoJO,0.0741,0.878,0.749,1.82e-05,0.404,-4.293,0.0681,123.065,0.531,4,45,2017-10-30,215480,TWICE
661,Twicetagram,8,2WL1smzwRRjabdSbvV4wKF,Look At Me,spotify:track:2WL1smzwRRjabdSbvV4wKF,0.156,0.719,0.909,1.21e-06,0.0655,-3.585,0.0365,134.892,0.665,4,46,2017-10-30,193146,TWICE
662,Twicetagram,9,5TUIKBmNcWqdwie8kV6mKr,Rollin',spotify:track:5TUIKBmNcWqdwie8kV6mKr,0.0462,0.882,0.629,0.00838,0.28,-5.313,0.0446,122.023,0.244,4,41,2017-10-30,190893,TWICE
663,Twicetagram,10,203sd4cosoKgF62jSkqd6z,Love Line,spotify:track:203sd4cosoKgF62jSkqd6z,0.226,0.697,0.767,0.0,0.108,-4.719,0.0444,94.998,0.519,4,45,2017-10-30,196800,TWICE
664,Twicetagram,11,4FTczdvR53jxxp6qPBcNMg,Don't Give Up,spotify:track:4FTczdvR53jxxp6qPBcNMg,0.0617,0.839,0.666,8.53e-06,0.132,-6.081,0.0474,102.992,0.454,4,40,2017-10-30,178346,TWICE
665,Twicetagram,12,1nUIe8iHQitSldWAuB5AHp,You In My Heart,spotify:track:1nUIe8iHQitSldWAuB5AHp,0.288,0.688,0.858,0.0,0.109,-4.345,0.0328,102.996,0.392,4,45,2017-10-30,208866,TWICE
666,Twicetagram,13,14WRue4qjZzL9Bo6q53iwx,Jaljayo Good Night,spotify:track:14WRue4qjZzL9Bo6q53iwx,0.845,0.719,0.399,0.0,0.0887,-8.421,0.0332,133.953,0.361,4,49,2017-10-30,262960,TWICE
667,Fanfare,1,49moLXpCwwantnF78yItWf,Fanfare,spotify:track:49moLXpCwwantnF78yItWf,0.0302,0.669,0.956,9.78e-06,0.0764,-2.49,0.126,114.922,0.81,4,68,2020-06-19,220240,TWICE
669,Fake & True,1,2sKWWJ5ee3EnKBztzxPpMH,Fake & True,spotify:track:2sKWWJ5ee3EnKBztzxPpMH,0.0569,0.678,0.808,0.0,0.288,-3.973,0.0599,125.938,0.765,4,58,2019-10-18,219625,TWICE
