,acousticness,album,danceability,energy,id,instrumentalness,liveness,loudness,name,popularity,speechiness,tempo,track_number,uri,valence
273,0.893,The Most Beautiful Moment in Life Pt.1,0.653,0.167,5xGMr7CZcjYdQOZAu8gJT7,0.0,0.502,-21.117,Skit: Expectation!,43,0.648,99.421,4,spotify:track:5xGMr7CZcjYdQOZAu8gJT7,0.712
275,0.0808,The Most Beautiful Moment in Life Pt.1,0.704,0.959,1pePqg6hTMeaTZNNECqT03,0.0,0.383,-2.607,Boyz with Fun,65,0.192,116.024,6,spotify:track:1pePqg6hTMeaTZNNECqT03,0.751
276,0.0594,The Most Beautiful Moment in Life Pt.1,0.724,0.794,61fAsfrYO5xUNTMwWQ0Xwu,0.0,0.201,-3.982,Converse High,57,0.0885,98.0,7,spotify:track:61fAsfrYO5xUNTMwWQ0Xwu,0.815
277,0.0128,The Most Beautiful Moment in Life Pt.1,0.684,0.914,4nWJ7msY5lWNK74UKbAVw5,0.0,0.0543,-3.199,Moving On,55,0.203,159.986,8,spotify:track:4nWJ7msY5lWNK74UKbAVw5,0.929
278,0.632,The Most Beautiful Moment in Life Pt.1,0.719,0.335,4gxEQo2DrlZhyEn9CLe6rU,0.0,0.131,-8.085,Outro: Love Is Not Over,55,0.0595,105.062,9,spotify:track:4gxEQo2DrlZhyEn9CLe6rU,0.219
279,0.417,Dark & Wild,0.321,0.901,7ekhgEfskrq6c6MQdKHFHx,0.0,0.408,-2.239,Intro: What Am I to You,27,0.376,75.198,1,spotify:track:7ekhgEfskrq6c6MQdKHFHx,0.519
280,0.000949,Dark & Wild,0.739,0.866,5woBL7INOKn8zYhsN9Bpq8,0.000378,0.321,-3.379,Danger,47,0.0818,112.012,2,spotify:track:5woBL7INOKn8zYhsN9Bpq8,0.388
281,0.107,Dark & Wild,0.614,0.992,0aRpO1s7kqad4eGsq0gOTh,0.0,0.443,-1.929,War of Hormone,42,0.235,97.94,3,spotify:track:0aRpO1s7kqad4eGsq0gOTh,0.48
282,0.169,Dark & Wild,0.792,0.872,3vG1gHvodnlNDyeVCCrfuE,0.0,0.256,-3.33,Hip Hop Phile,32,0.178,144.003,4,spotify:track:3vG1gHvodnlNDyeVCCrfuE,0.803
283,0.0112,Dark & Wild,0.612,0.822,3LDpCtO9Z8ryQJ78Zp2qWX,0.0,0.102,-4.835,Let Me Know,37,0.0812,136.084,5,spotify:track:3LDpCtO9Z8ryQJ78Zp2qWX,0.165
284,0.0261,Dark & Wild,0.711,0.847,61K7Er09Tf4D17ikccnfTz,0.0,0.347,-4.911,Rain,34,0.12,89.995,6,spotify:track:61K7Er09Tf4D17ikccnfTz,0.327
285,0.0241,Dark & Wild,0.794,0.92,1TrwC4qAeyb79tgDmoa7Xt,0.0,0.645,-3.033,"BTS Cypher, Pt. 3: Killer",34,0.32,140.02,7,spotify:track:1TrwC4qAeyb79tgDmoa7Xt,0.684
286,0.0501,Dark & Wild,0.786,0.68,3YFRk3G0hO5gvDuHuLfOvE,0.647,0.0479,-5.26,Interlude: What Are You Doing Now,27,0.0846,82.994,8,spotify:track:3YFRk3G0hO5gvDuHuLfOvE,0.516
287,0.174,Dark & Wild,0.497,0.857,0YAkHEMH4FtntneecpYecz,0.0,0.0892,-4.398,Could You Turn off Your Cell Phone,30,0.233,127.913,9,spotify:track:0YAkHEMH4FtntneecpYecz,0.897
288,0.172,Dark & Wild,0.603,0.901,36BmXxBjwnxQr3Gc0hloLW,0.0,0.369,-3.033,Embarrassed,36,0.27,84.605,10,spotify:track:36BmXxBjwnxQr3Gc0hloLW,0.558
289,0.0665,Dark & Wild,0.644,0.894,0jIgXRAgDqQtGsnfwTfGmb,0.0,0.341,-2.992,24/7=Heaven,35,0.121,96.058,11,spotify:track:0jIgXRAgDqQtGsnfwTfGmb,0.563
290,0.0327,Dark & Wild,0.856,0.85,14TD0O0gPHIl1kok1CqblH,0.00149,0.0495,-4.571,Look Here,34,0.0933,120.012,12,spotify:track:14TD0O0gPHIl1kok1CqblH,0.767
291,0.00336,Dark & Wild,0.671,0.927,0r5NK9m56GjXoYsheWlfP7,3.31e-06,0.35,-2.428,So 4 more,34,0.122,164.107,13,spotify:track:0r5NK9m56GjXoYsheWlfP7,0.797
292,0.0874,Dark & Wild,0.65,0.792,546EsdBQHls80pdlcde8EH,0.0,0.136,-4.333,Outro: Do You Think It Makes Sense?,31,0.041,103.038,14,spotify:track:546EsdBQHls80pdlcde8EH,0.56
